0.997578053,0.043868697,0.037145633,0.039163344
0.907405675,0.050420743,-0.219893861,-0.354569288
0.99456899,0.100624017,0.011449927,-0.024004789
0.989676526,0.053327701,-0.06002204,0.118717665
0.680549248,0.189313093,-0.655164335,-0.267904773
0.981066585,-0.127388149,0.103921931,0.102376007
0.812608634,0.425835063,-0.267313773,0.294745743
0.908039257,0.112922647,0.020221625,0.402870039
0.854826582,-0.289861297,0.4212897,0.088130199
0.443285584,-0.823157672,-0.29385515,-0.19889316
0.061667704,0.545208719,0.465931308,-0.694156008
0.953047643,0.018161956,-0.298805749,0.045666807
0.679586149,-0.082385669,-0.614431164,-0.392236679
0.99936555,0.022533083,-0.026484876,-0.007701177
0.913067915,0.026732063,0.243637957,-0.325933928
0.907099595,0.034140171,0.394047175,0.143984714
0.709425616,0.19469413,0.000233892,0.677354735
0.027508757,0.493677655,0.807798721,-0.320915671
0.919586887,0.143462173,0.067088565,-0.359552065
0.967760344,-0.068324522,-0.192760307,0.147020887
0.809819248,0.327019751,-0.244447845,-0.421302884
0.792364116,-0.393798609,0.464706258,-0.033613344
0.998769018,-0.015006989,-0.023501095,-0.041023612
0.356794777,0.314767422,-0.542699731,-0.692167581
0.488167765,0.786877586,-0.02542508,-0.37665563
0.851798605,0.279899959,-0.048614679,0.440149705
0.578851657,-0.557584618,-0.25131632,0.539323892
0.989906567,-0.133598348,-0.015434492,-0.044701753
0.981237164,0.154903742,-0.112650089,0.022100122
0.081960822,-0.906724249,0.297371899,0.287582186
0.997194945,-0.002081756,-0.074217741,0.009467597
0.999900855,-0.004359131,0.011943783,0.00605175
0.949954824,0.004396764,-0.287974721,0.120983724
0.934789142,0.085833694,-0.283769677,0.195644086
0.964333565,-0.005989779,0.241206219,0.108832242
0.224062927,-0.541921894,-0.556452242,-0.588623282
0.789863851,-0.509197278,0.022663458,-0.341056589
0.661354372,-0.289270011,0.586556526,-0.36726652
0.994203995,0.048105489,-0.09607837,-0.003636652
0.845883438,0.167925472,-0.070579779,-0.501299053
0.997098304,-0.052710563,0.020361152,0.051009718
0.973147386,0.222750341,0.052463241,-0.024780228
0.376125235,0.180737739,0.690120584,-0.5912675
0.979271664,-0.091517658,0.178870866,0.025626916
0.982433508,0.163906689,0.027721923,0.084796779
0.973345722,-0.090440458,0.191369991,-0.088295836
0.895826869,-0.112082587,0.38151726,0.198434612
0.70827398,-0.241414672,-0.008620214,0.663319393
0.866649918,-0.437584417,0.112475189,-0.2116297
0.960850446,0.072150826,0.158358482,-0.215599791
0.847558602,-0.181547295,-0.418333013,-0.271445182
0.525468015,-0.16508635,0.744018799,0.378240517
0.997407286,0.054805255,-0.041797304,-0.020689971
0.888664703,-0.089215347,0.44342911,-0.075407509
0.912087669,-0.31530962,0.18558153,-0.18502817
0.763620053,0.400213332,0.11340976,0.493813659
0.759755339,-0.101790465,-0.624056663,-0.151538138
0.998772136,-0.047066714,0.013025077,0.008324205
0.91599426,-0.360902308,-0.175125819,-0.005914945
0.551158588,-0.2407782,-0.255143394,0.757067974
0.999923181,0.004887729,-0.011180511,0.002176846
0.62881896,-0.358129832,0.266429126,-0.636667307
0.727497401,0.409937348,0.529757067,0.148513812
0.565259012,-0.324105928,-0.613421526,-0.446264078
0.016074371,0.08197351,0.36977869,-0.925357055
0.847347207,0.499073275,-0.160349505,-0.084950655
0.8157007,-0.54788332,0.076024295,0.169341493
0.967729445,0.086647994,0.050813257,0.23110573
0.998986475,0.013724673,-0.025978881,0.034099163
0.649620165,-0.331808065,0.68392923,-0.011741287
0.7847533,-0.364939164,-0.156609786,-0.475872923
0.72051877,0.274439537,0.207585349,0.602033193
0.648414381,-0.197054594,0.173900002,-0.714483777
